"global_step","Rainbow DQN - _step","Rainbow DQN - _step__MIN","Rainbow DQN - _step__MAX","Rainbow DQN - charts/episodic_length","Rainbow DQN - charts/episodic_length__MIN","Rainbow DQN - charts/episodic_length__MAX","DQN - _step","DQN - _step__MIN","DQN - _step__MAX","DQN - charts/episodic_length","DQN - charts/episodic_length__MIN","DQN - charts/episodic_length__MAX"
"72149","1170","1170","1170","189","189","189","","","","","",""
"72309","","","","","","","938","938","938","230","230","230"
"72334","1139.5","1107","1172","185","185","185","","","","","",""
"72531","","","","","","","990","939","1041","222","222","222"
"72712","1142.5","1109","1176","190","190","190","","","","","",""
"72747","","","","","","","991.5","940","1043","216","216","216"
"72901","1144","1110","1178","189","189","189","","","","","",""
"72935","","","","","","","993","941","1045","188","188","188"
"73090","1111","1111","1111","189","189","189","","","","","",""
"73139","","","","","","","1047","1047","1047","204","204","204"
"73277","1147","1112","1182","187","187","187","","","","","",""
"73353","","","","","","","996","943","1049","214","214","214"
"73467","1113","1113","1113","190","190","190","","","","","",""
"73622","","","","","","","997.5","944","1051","269","269","269"
"73655","1165.5","1114","1217","188","188","188","","","","","",""
"73825","","","","","","","1053","1053","1053","203","203","203"
"73845","1115","1115","1115","190","190","190","","","","","",""
"74029","1116","1116","1116","184","184","184","","","","","",""
"74062","","","","","","","1055","1055","1055","237","237","237"
"74212","1203","1183","1223","183","183","183","","","","","",""
"74400","1225","1225","1225","188","188","188","","","","","",""
"74458","","","","","","","1059","1059","1059","191","191","191"
"74584","1227","1227","1227","184","184","184","","","","","",""
"74665","","","","","","","1061","1061","1061","207","207","207"
"74897","","","","","","","1016","1016","1016","232","232","232"
"74957","1209","1187","1231","185","185","185","","","","","",""
"75121","","","","","","","1017","1017","1017","224","224","224"
"75142","1210.5","1188","1233","185","185","185","","","","","",""
"75309","","","","","","","1042.5","1018","1067","188","188","188"
"75329","1189","1189","1189","187","187","187","","","","","",""
"75496","","","","","","","1069","1069","1069","187","187","187"
"75514","1213.5","1190","1237","185","185","185","","","","","",""
"75703","1215","1191","1239","189","189","189","","","","","",""
"75741","","","","","","","1045.5","1020","1071","245","245","245"
"75888","1241","1241","1241","185","185","185","","","","","",""
"76206","","","","","","","1075","1075","1075","189","189","189"
"76261","1194","1194","1194","189","189","189","","","","","",""
"76446","1247","1247","1247","185","185","185","","","","","",""
"76625","","","","","","","1051.5","1024","1079","235","235","235"
"76631","1196","1196","1196","185","185","185","","","","","",""
"76817","1224","1197","1251","186","186","186","","","","","",""
"77002","1253","1253","1253","185","185","185","","","","","",""
"77077","","","","","","","1026","1026","1026","252","252","252"
"77186","1227","1199","1255","184","184","184","","","","","",""
"77363","","","","","","","1027","1027","1027","286","286","286"
"77562","1230","1201","1259","188","188","188","","","","","",""
"77564","","","","","","","1057.5","1028","1087","201","201","201"
"77770","","","","","","","1029","1029","1029","206","206","206"
"77990","","","","","","","1060.5","1030","1091","220","220","220"
"78123","1204","1204","1204","188","188","188","","","","","",""
"78178","","","","","","","1031","1031","1031","188","188","188"
"78375","","","","","","","1095","1095","1095","197","197","197"
"78495","1269","1269","1269","186","186","186","","","","","",""
"78579","","","","","","","1033","1033","1033","204","204","204"
"78765","","","","","","","1034","1034","1034","186","186","186"
"78865","1240.5","1208","1273","185","185","185","","","","","",""
"79164","","","","","","","1103","1103","1103","194","194","194"
"79367","","","","","","","1037","1037","1037","203","203","203"
"79426","1245","1211","1279","188","188","188","","","","","",""
"79615","1287","1287","1287","189","189","189","","","","","",""
"79803","1251","1213","1289","188","188","188","","","","","",""
"79820","","","","","","","1092.5","1039","1146","243","243","243"
"79990","1285.5","1280","1291","187","187","187","","","","","",""
"80178","1297","1297","1297","188","188","188","","","","","",""
"80368","1282","1282","1282","190","190","190","","","","","",""
"80468","","","","","","","1138","1112","1164","209","209","209"
"80556","1317","1317","1317","188","188","188","","","","","",""
"80693","","","","","","","1115","1115","1115","225","225","225"
"80739","1327","1327","1327","183","183","183","","","","","",""
"80920","","","","","","","1183","1183","1183","227","227","227"
"80929","1311","1285","1337","190","190","190","","","","","",""
"81132","","","","","","","1191","1191","1191","212","212","212"
"81314","1354","1342","1366","201","201","201","","","","","",""
"81332","","","","","","","1125","1125","1125","200","200","200"
"81504","1376","1376","1376","190","190","190","","","","","",""
"81536","","","","","","","1128","1128","1128","204","204","204"
"81692","1344","1344","1344","188","188","188","","","","","",""
"81794","","","","","","","1131","1131","1131","258","258","258"
"81881","1392","1392","1392","189","189","189","","","","","",""
"82065","1346","1346","1346","184","184","184","","","","","",""
"82234","","","","","","","1196","1138","1254","220","220","220"
"82450","","","","","","","1201.5","1141","1262","216","216","216"
"82621","1395","1349","1441","188","188","188","","","","","",""
"82809","1425","1425","1425","188","188","188","","","","","",""
"82900","","","","","","","1249","1220","1278","213","213","213"
"82998","1457","1457","1457","189","189","189","","","","","",""
"83334","","","","","","","1297","1297","1297","233","233","233"
"83366","1477","1477","1477","184","184","184","","","","","",""
"83553","1487","1487","1487","187","187","187","","","","","",""
"83738","1430","1430","1430","185","185","185","","","","","",""
"83814","","","","","","","1234","1234","1234","237","237","237"
"84249","","","","","","","1315","1315","1315","217","217","217"
"84478","","","","","","","1348.5","1318","1379","229","229","229"
"84518","1509","1509","1509","217","217","217","","","","","",""
"84707","1510","1510","1510","189","189","189","","","","","",""
"84900","","","","","","","1359.5","1324","1395","199","199","199"
"85090","","","","","","","1365","1327","1403","190","190","190"
"85281","1580","1580","1580","200","200","200","","","","","",""
"85331","","","","","","","1331","1331","1331","241","241","241"
"85464","1514","1514","1514","183","183","183","","","","","",""
"85561","","","","","","","1378","1334","1422","230","230","230"
"85649","1515","1515","1515","185","185","185","","","","","",""
"85779","","","","","","","1337","1337","1337","218","218","218"
"86020","","","","","","","1391","1341","1441","241","241","241"
"86039","1592","1592","1592","202","202","202","","","","","",""
"86223","1593","1593","1593","184","184","184","","","","","",""
"86262","","","","","","","1344","1344","1344","242","242","242"
"86412","1649","1649","1649","189","189","189","","","","","",""
"86466","","","","","","","1457","1457","1457","204","204","204"
"86601","1627","1595","1659","189","189","189","","","","","",""
"86654","","","","","","","1484","1464","1504","188","188","188"
"86786","1596","1596","1596","185","185","185","","","","","",""
"86969","1597","1597","1597","183","183","183","","","","","",""
"87051","","","","","","","1520","1520","1520","205","205","205"
"87280","","","","","","","1528","1528","1528","229","229","229"
"87342","1599","1599","1599","187","187","187","","","","","",""
"87465","","","","","","","1476","1476","1476","185","185","185"
"87720","1698.5","1676","1721","189","189","189","","","","","",""
"87872","","","","","","","1482","1482","1482","190","190","190"
"87903","1704","1677","1731","183","183","183","","","","","",""
"88093","1737","1737","1737","190","190","190","","","","","",""
"88282","","","","","","","1488","1488","1488","211","211","211"
"88297","1713","1679","1747","204","204","204","","","","","",""
"88669","1766","1756","1776","183","183","183","","","","","",""
"88704","","","","","","","1495","1495","1495","237","237","237"
"88855","1771.5","1757","1786","186","186","186","","","","","",""
"88902","","","","","","","1615","1615","1615","198","198","198"
"89041","1758","1758","1758","186","186","186","","","","","",""
"89110","","","","","","","1623","1623","1623","208","208","208"
"89340","","","","","","","1631","1631","1631","230","230","230"
"89410","1760","1760","1760","185","185","185","","","","","",""
"89570","","","","","","","1609.5","1580","1639","230","230","230"
"89595","1761","1761","1761","185","185","185","","","","","",""
"89773","","","","","","","1583","1583","1583","203","203","203"
"89788","1762","1762","1762","193","193","193","","","","","",""
"89979","1851","1851","1851","191","191","191","","","","","",""
"90006","","","","","","","1658","1658","1658","233","233","233"
"90166","1861","1861","1861","187","187","187","","","","","",""
"90217","","","","","","","1590","1590","1590","211","211","211"
"90351","1841","1841","1841","185","185","185","","","","","",""
"90429","","","","","","","1714","1714","1714","212","212","212"
"90535","1842","1842","1842","184","184","184","","","","","",""
"90674","","","","","","","1696.5","1671","1722","245","245","245"
"90897","","","","","","","1674","1674","1674","223","223","223"
"90913","1901","1901","1901","186","186","186","","","","","",""
"91100","1845","1845","1845","187","187","187","","","","","",""
"91289","1846","1846","1846","189","189","189","","","","","",""
"91311","","","","","","","1749","1749","1749","214","214","214"
"91580","","","","","","","1684","1684","1684","269","269","269"
"91844","1849","1849","1849","184","184","184","","","","","",""
"91987","","","","","","","1731.5","1690","1773","208","208","208"
"92029","1944","1925","1963","185","185","185","","","","","",""
"92217","1949.5","1926","1973","188","188","188","","","","","",""
"92242","","","","","","","1694","1694","1694","255","255","255"
"92401","1955","1927","1983","184","184","184","","","","","",""
"92494","","","","","","","1697","1697","1697","252","252","252"
"92584","1989","1989","1989","183","183","183","","","","","",""
