"global_step","Rainbow DQN - _step","Rainbow DQN - _step__MIN","Rainbow DQN - _step__MAX","Rainbow DQN - charts/episodic_return","Rainbow DQN - charts/episodic_return__MIN","Rainbow DQN - charts/episodic_return__MAX","DQN - _step","DQN - _step__MIN","DQN - _step__MAX","DQN - charts/episodic_return","DQN - charts/episodic_return__MIN","DQN - charts/episodic_return__MAX"
"69016","","","","","","","923","923","923","-21","-21","-21"
"69161","1113.5","1090","1137","-21","-21","-21","","","","","",""
"69220","","","","","","","984","984","984","-21","-21","-21"
"69347","1139","1139","1139","-21","-21","-21","","","","","",""
"69682","","","","","","","988","988","988","-18","-18","-18"
"69724","1093","1093","1093","-21","-21","-21","","","","","",""
"69913","1094","1094","1094","-21","-21","-21","","","","","",""
"70098","1095","1095","1095","-21","-21","-21","","","","","",""
"70154","","","","","","","928","928","928","-20","-20","-20"
"70282","1096","1096","1096","-21","-21","-21","","","","","",""
"70360","","","","","","","929","929","929","-20","-20","-20"
"70465","1124","1097","1151","-21","-21","-21","","","","","",""
"70562","","","","","","","930","930","930","-21","-21","-21"
"70653","1125.5","1098","1153","-21","-21","-21","","","","","",""
"70776","","","","","","","964.5","931","998","-20","-20","-20"
"70838","1127","1099","1155","-21","-21","-21","","","","","",""
"71002","","","","","","","966","932","1000","-21","-21","-21"
"71027","1100","1100","1100","-21","-21","-21","","","","","",""
"71214","1159","1159","1159","-21","-21","-21","","","","","",""
"71400","1131.5","1102","1161","-21","-21","-21","","","","","",""
"71586","1103","1103","1103","-21","-21","-21","","","","","",""
"71632","","","","","","","970.5","935","1006","-21","-21","-21"
"71772","1165","1165","1165","-21","-21","-21","","","","","",""
"71960","1167","1167","1167","-21","-21","-21","","","","","",""
"72309","","","","","","","938","938","938","-20","-20","-20"
"72334","1171","1171","1171","-21","-21","-21","","","","","",""
"72522","1140.5","1108","1173","-21","-21","-21","","","","","",""
"72531","","","","","","","939","939","939","-21","-21","-21"
"72712","1142","1109","1175","-21","-21","-21","","","","","",""
"72747","","","","","","","991","940","1042","-20","-20","-20"
"72901","1110","1110","1110","-21","-21","-21","","","","","",""
"72935","","","","","","","941","941","941","-21","-21","-21"
"73139","","","","","","","942","942","942","-21","-21","-21"
"73277","1181","1181","1181","-21","-21","-21","","","","","",""
"73353","","","","","","","943","943","943","-21","-21","-21"
"73467","1214","1214","1214","-21","-21","-21","","","","","",""
"73825","","","","","","","998.5","945","1052","-21","-21","-21"
"73845","1166.5","1115","1218","-21","-21","-21","","","","","",""
"74062","","","","","","","1000","946","1054","-21","-21","-21"
"74212","1222","1222","1222","-21","-21","-21","","","","","",""
"74400","1224","1224","1224","-21","-21","-21","","","","","",""
"74458","","","","","","","1058","1058","1058","-21","-21","-21"
"74584","1185","1185","1185","-21","-21","-21","","","","","",""
"74897","","","","","","","1039","1016","1062","-21","-21","-21"
"74957","1230","1230","1230","-21","-21","-21","","","","","",""
"75121","","","","","","","1040.5","1017","1064","-20","-20","-20"
"75142","1188","1188","1188","-21","-21","-21","","","","","",""
"75309","","","","","","","1066","1066","1066","-21","-21","-21"
"75329","1189","1189","1189","-21","-21","-21","","","","","",""
"75514","1236","1236","1236","-21","-21","-21","","","","","",""
"75703","1214.5","1191","1238","-21","-21","-21","","","","","",""
"75741","","","","","","","1045","1020","1070","-21","-21","-21"
"76017","","","","","","","1021","1021","1021","-21","-21","-21"
"76261","1194","1194","1194","-21","-21","-21","","","","","",""
"76390","","","","","","","1023","1023","1023","-21","-21","-21"
"76446","1220.5","1195","1246","-21","-21","-21","","","","","",""
"76631","1222","1196","1248","-21","-21","-21","","","","","",""
"76817","1197","1197","1197","-21","-21","-21","","","","","",""
"77002","1198","1198","1198","-21","-21","-21","","","","","",""
"77077","","","","","","","1082","1082","1082","-20","-20","-20"
"77186","1254","1254","1254","-21","-21","-21","","","","","",""
"77363","","","","","","","1055.5","1027","1084","-18","-18","-18"
"77374","1256","1256","1256","-21","-21","-21","","","","","",""
"77564","","","","","","","1086","1086","1086","-21","-21","-21"
"77746","1260","1260","1260","-21","-21","-21","","","","","",""
"77770","","","","","","","1088","1088","1088","-21","-21","-21"
"77935","1232.5","1203","1262","-21","-21","-21","","","","","",""
"78178","","","","","","","1031","1031","1031","-21","-21","-21"
"78579","","","","","","","1033","1033","1033","-20","-20","-20"
"78680","1238.5","1207","1270","-21","-21","-21","","","","","",""
"78765","","","","","","","1098","1098","1098","-21","-21","-21"
"78865","1272","1272","1272","-21","-21","-21","","","","","",""
"78970","","","","","","","1100","1100","1100","-21","-21","-21"
"79164","","","","","","","1102","1102","1102","-21","-21","-21"
"79238","1276","1276","1276","-21","-21","-21","","","","","",""
"79367","","","","","","","1037","1037","1037","-21","-21","-21"
"79426","1278","1278","1278","-21","-21","-21","","","","","",""
"79577","","","","","","","1090.5","1038","1143","-21","-21","-21"
"79615","1286","1286","1286","-21","-21","-21","","","","","",""
"79803","1250.5","1213","1288","-21","-21","-21","","","","","",""
"79820","","","","","","","1039","1039","1039","-20","-20","-20"
"79990","1285","1280","1290","-21","-21","-21","","","","","",""
"80042","","","","","","","1126.5","1106","1147","-20","-20","-20"
"80368","1306","1306","1306","-21","-21","-21","","","","","",""
"80468","","","","","","","1137.5","1112","1163","-21","-21","-21"
"80739","1326","1326","1326","-21","-21","-21","","","","","",""
"80920","","","","","","","1119","1119","1119","-20","-20","-20"
"80929","1310.5","1285","1336","-21","-21","-21","","","","","",""
"81113","1341","1341","1341","-21","-21","-21","","","","","",""
"81132","","","","","","","1156","1122","1190","-20","-20","-20"
"81314","1353.5","1342","1365","-21","-21","-21","","","","","",""
"81332","","","","","","","1125","1125","1125","-21","-21","-21"
"81504","1375","1375","1375","-21","-21","-21","","","","","",""
"81536","","","","","","","1206","1206","1206","-21","-21","-21"
"81692","1362.5","1344","1381","-21","-21","-21","","","","","",""
"81794","","","","","","","1131","1131","1131","-20","-20","-20"
"81881","1345","1345","1345","-21","-21","-21","","","","","",""
"82234","","","","","","","1195.5","1138","1253","-21","-21","-21"
"82249","1411","1411","1411","-21","-21","-21","","","","","",""
"82450","","","","","","","1141","1141","1141","-21","-21","-21"
"82621","1440","1440","1440","-21","-21","-21","","","","","",""
"82687","","","","","","","1269","1269","1269","-21","-21","-21"
"82809","1437.5","1425","1450","-21","-21","-21","","","","","",""
"82900","","","","","","","1277","1277","1277","-21","-21","-21"
"82998","1441","1426","1456","-21","-21","-21","","","","","",""
"83101","","","","","","","1224","1224","1224","-21","-21","-21"
"83182","1466","1466","1466","-21","-21","-21","","","","","",""
"83334","","","","","","","1227","1227","1227","-20","-20","-20"
"83366","1428","1428","1428","-21","-21","-21","","","","","",""
"83577","","","","","","","1230","1230","1230","-19","-19","-19"
"83738","1496","1496","1496","-21","-21","-21","","","","","",""
"83814","","","","","","","1354","1354","1354","-21","-21","-21"
"83923","1468.5","1431","1506","-21","-21","-21","","","","","",""
"84032","","","","","","","1362","1362","1362","-21","-21","-21"
"84249","","","","","","","1315","1315","1315","-21","-21","-21"
"84701","","","","","","","1322","1322","1322","-20","-20","-20"
"84707","1510","1510","1510","-21","-21","-21","","","","","",""
"84892","1535","1511","1559","-21","-21","-21","","","","","",""
"85081","1569","1569","1569","-21","-21","-21","","","","","",""
"85090","","","","","","","1402","1402","1402","-21","-21","-21"
"85281","1513","1513","1513","-21","-21","-21","","","","","",""
"85331","","","","","","","1413","1413","1413","-21","-21","-21"
"85464","1589","1589","1589","-21","-21","-21","","","","","",""
"85561","","","","","","","1421","1421","1421","-21","-21","-21"
"85779","","","","","","","1383","1337","1429","-20","-20","-20"
"85837","1604.5","1591","1618","-21","-21","-21","","","","","",""
"86020","","","","","","","1341","1341","1341","-21","-21","-21"
"86039","1592","1592","1592","-21","-21","-21","","","","","",""
"86262","","","","","","","1448","1448","1448","-20","-20","-20"
"86466","","","","","","","1456","1456","1456","-21","-21","-21"
"86601","1595","1595","1595","-21","-21","-21","","","","","",""
"86786","1596","1596","1596","-21","-21","-21","","","","","",""
"86846","","","","","","","1467","1467","1467","-21","-21","-21"
"87051","","","","","","","1494.5","1470","1519","-20","-20","-20"
"87280","","","","","","","1473","1473","1473","-20","-20","-20"
"87465","","","","","","","1476","1476","1476","-21","-21","-21"
"87531","1710","1710","1710","-21","-21","-21","","","","","",""
"87682","","","","","","","1479","1479","1479","-20","-20","-20"
"87720","1698","1676","1720","-21","-21","-21","","","","","",""
"87872","","","","","","","1516.5","1482","1551","-21","-21","-21"
"87903","1703.5","1677","1730","-21","-21","-21","","","","","",""
"88071","","","","","","","1522","1485","1559","-21","-21","-21"
"88093","1707","1678","1736","-21","-21","-21","","","","","",""
"88282","","","","","","","1527.5","1488","1567","-21","-21","-21"
"88297","1746","1746","1746","-21","-21","-21","","","","","",""
"88467","","","","","","","1533","1491","1575","-21","-21","-21"
"88486","1680","1680","1680","-21","-21","-21","","","","","",""
"88669","1756","1756","1756","-21","-21","-21","","","","","",""
"88704","","","","","","","1606","1606","1606","-21","-21","-21"
"89110","","","","","","","1561.5","1501","1622","-21","-21","-21"
"89225","1759","1759","1759","-21","-21","-21","","","","","",""
"89410","1760","1760","1760","-21","-21","-21","","","","","",""
"89570","","","","","","","1638","1638","1638","-21","-21","-21"
"89788","1762","1762","1762","-21","-21","-21","","","","","",""
"89979","1850","1850","1850","-21","-21","-21","","","","","",""
"90006","","","","","","","1622","1587","1657","-20","-20","-20"
"90166","1812","1764","1860","-21","-21","-21","","","","","",""
"90535","1861","1842","1880","-21","-21","-21","","","","","",""
"90674","","","","","","","1721","1721","1721","-20","-20","-20"
"90727","1843","1843","1843","-21","-21","-21","","","","","",""
"90913","1900","1900","1900","-21","-21","-21","","","","","",""
"91097","","","","","","","1737","1737","1737","-21","-21","-21"
"91311","","","","","","","1681","1681","1681","-21","-21","-21"
"91473","1932","1932","1932","-21","-21","-21","","","","","",""
"91580","","","","","","","1720","1684","1756","-19","-19","-19"
"91660","1895","1848","1942","-21","-21","-21","","","","","",""
"91779","","","","","","","1764","1764","1764","-21","-21","-21"
"91844","1900.5","1849","1952","-21","-21","-21","","","","","",""
"92217","1949","1926","1972","-21","-21","-21","","","","","",""
"92242","","","","","","","1738.5","1694","1783","-21","-21","-21"
"92401","1954.5","1927","1982","-21","-21","-21","","","","","",""
"92584","1928","1928","1928","-21","-21","-21","","","","","",""
"92681","","","","","","","1817","1817","1817","-21","-21","-21"
"93109","","","","","","","1771.5","1707","1836","-21","-21","-21"
"93302","","","","","","","1777","1710","1844","-21","-21","-21"
"93323","2038","2038","2038","-21","-21","-21","","","","","",""
"93513","2008","2008","2008","-21","-21","-21","","","","","",""
"93527","","","","","","","1819.5","1787","1852","-21","-21","-21"
"93697","2009","2009","2009","-21","-21","-21","","","","","",""
"93797","","","","","","","1790","1790","1790","-20","-20","-20"
"93884","2064","2064","2064","-21","-21","-21","","","","","",""
"94050","","","","","","","1871","1871","1871","-21","-21","-21"
"94074","2074","2074","2074","-21","-21","-21","","","","","",""
"94270","2048","2012","2084","-21","-21","-21","","","","","",""
"94477","","","","","","","1800","1800","1800","-21","-21","-21"
"94826","2015","2015","2015","-21","-21","-21","","","","","",""
"94899","","","","","","","1943","1943","1943","-21","-21","-21"
"95020","2123.5","2114","2133","-21","-21","-21","","","","","",""
"95140","","","","","","","1919.5","1885","1954","-20","-20","-20"
"95204","2143","2143","2143","-21","-21","-21","","","","","",""
"95366","","","","","","","1888","1888","1888","-21","-21","-21"
"95390","2132.5","2116","2149","-21","-21","-21","","","","","",""
"95580","2159","2159","2159","-21","-21","-21","","","","","",""
"95587","","","","","","","1970","1970","1970","-21","-21","-21"
"95768","2118","2118","2118","-21","-21","-21","","","","","",""
"95788","","","","","","","1978","1978","1978","-21","-21","-21"
"95955","2119","2119","2119","-21","-21","-21","","","","","",""
"96144","2154.5","2120","2189","-21","-21","-21","","","","","",""
"96194","","","","","","","1900","1900","1900","-21","-21","-21"
"96327","2208","2208","2208","-21","-21","-21","","","","","",""
"96378","","","","","","","1903","1903","1903","-21","-21","-21"
"96608","","","","","","","1969.5","1907","2032","-21","-21","-21"
"96702","2198","2198","2198","-21","-21","-21","","","","","",""
"96809","","","","","","","2040","2040","2040","-21","-21","-21"
"96902","2199","2199","2199","-21","-21","-21","","","","","",""
"97024","","","","","","","1913","1913","1913","-21","-21","-21"
"97088","2222","2200","2244","-21","-21","-21","","","","","",""
"97216","","","","","","","1986","1916","2056","-21","-21","-21"
"97441","","","","","","","1993","1993","1993","-20","-20","-20"
